timestamp,rainfall_mm,humidity_pct,water_level_m,discharge_m3s,day_of_year,month,year,day_sin,day_cos,is_monsoon,water_level_change,water_level_change_3d,rainfall_3d_sum,rainfall_7d_sum,discharge_change
2020-01-01,-0.11667780204319332,-0.5581568320109364,0.12899953429484204,0.12602619824178274,1,1,2020,0.017213356155834685,0.9998518392091162,0,-12.04491270730774,-8.989235490873977,-0.16711741387810786,-0.21729288910608677,0.12222093594754006
2020-01-02,-0.11667780204319332,0.3144433600365354,-8.079114529856753,0.18877056311707727,2,1,2020,0.03442161162274574,0.9994074007397048,0,-12.04491270730774,-8.989235490873977,-0.16711741387810786,-0.21729288910608677,0.12222093594754006
2020-01-03,-0.11667780204319332,0.023576629354044792,-8.07770548931456,0.39602949401954807,3,1,2020,0.051619667223253764,0.998666816288476,0,0.01859597927645366,-8.989235490873977,-0.16711741387810786,-0.21729288910608677,0.3136032959899438
2020-01-04,-0.11667780204319332,0.2821248344051475,-8.084046171754421,0.08735136626092134,4,1,2020,0.06880242680231986,0.9976303053065857,0,0.007208125278072136,-8.989235490873977,-0.16711741387810786,-0.21729288910608677,-0.36965829233554326
2020-01-05,-0.11667780204319332,0.12053220624820832,-8.082838422718257,-0.794380276452794,5,1,2020,0.08596479873744647,0.9962981749346078,0,0.01830019086091126,0.008338854075333784,-0.16711741387810786,-0.21729288910608677,-1.1285598836261792
2020-01-06,-0.11667780204319332,-0.10569747317150659,-8.0897829796762,-0.1582513431764518,6,1,2020,0.10310169744743485,0.9946708199115211,0,0.006320760031445004,-0.0008168491929294534,-0.16711741387810786,-0.21729288910608677,0.881560945257408
2020-01-07,-0.11667780204319332,-0.13801599880289442,-8.081127444917025,0.23215803826982603,7,1,2020,0.1202080448993527,0.9927487224577402,0,0.02924436223597925,0.015619292818772024,-0.16711741387810786,-0.21729288910608677,0.5561516178062497
2020-01-08,-0.11667780204319332,-0.041060421908730896,-8.102061761543863,-0.4990806026573353,8,1,2020,0.13727877211326478,0.9905324521322229,0,-0.014236534848750208,-0.008648836326022072,-0.16711741387810786,-0.21729288910608677,-0.9292602099423503
2020-01-09,-0.11667780204319332,-0.39656420385399715,-8.103672093592083,-0.6540136153661634,9,1,2020,0.15430882066428117,0.9880226656636976,0,0.01415915304331799,-0.002802423395685315,-0.16711741387810786,-0.21729288910608677,-0.1660518063451409
2020-01-10,-0.11667780204319332,-0.4935197807481607,-8.098438514435372,-0.45892576703571597,10,1,2020,0.1712931441814776,0.9852201067560606,0,0.024215959171758818,-0.006552952445335327,-0.16711741387810786,-0.21729288910608677,0.29748498645935456
2020-01-11,-0.11667780204319332,-0.6227938832737121,-8.105383071393314,-0.45892576703571597,11,1,2020,0.1882267098432442,0.9821256058680006,0,0.006320760031445004,0.008780092787057317,-0.16711741387810786,-0.21729288910608677,0.29748498645935456
2020-01-12,-0.11667780204319332,-0.5904753576423243,0.10816586342101858,-0.45892576703571597,12,1,2020,0.2051044998686192,0.9787400799669153,0,12.0859499152627,9.012752399056362,-0.16711741387810786,-0.21729288910608677,0.29748498645935456
2020-01-13,-0.11667780204319332,0.3790804112993111,0.10705876013786775,-0.5728081524456238,13,1,2020,0.2219215130041655,0.9750645322571948,0,0.014898624082172898,9.005802889346716,-0.16711741387810786,-0.21729288910608677,0.29748498645935456
2020-01-14,-0.11667780204319332,-0.07337894754011874,0.10866909218608636,-0.49232321761334796,14,1,2020,0.2386727660059501,0.9711000518829505,0,0.0188917676919964,9.01517921197084,-0.16711741387810786,-0.21729288910608677,0.14571498391932697
2020-01-15,-0.11667780204319332,-0.36424567822260934,0.10615294836074401,-0.49232321761334796,15,1,2020,0.255353295116187,0.9668478136052775,0,0.012828105173375619,0.010214118600157035,-0.16711741387810786,-0.21729288910608677,0.14571498391932697
2020-01-16,-0.11667780204319332,-0.00874189627734305,0.10766263465594908,-0.5911329343660622,16,1,2020,0.2719581575341055,0.9623090774541486,0,0.018743873484225345,0.013082170226361128,-0.16711741387810786,-0.21729288910608677,0.14571498391932697
2020-01-17,-0.11667780204319332,-0.23497157569705795,0.10796457191499147,-0.5635776034230013,17,1,2020,0.288482432880609,0.9574851883550393,0,0.0169691429909727,0.011648144413260963,-0.16711741387810786,-0.21729288910608677,0.07561967943270086
2020-01-18,-0.11667780204319332,-0.39656420385399715,0.1099774869752626,-0.5045332476496017,18,1,2020,0.30492122465628907,0.9523775757303974,0,0.019483344523078094,0.016612079920149913,-0.16711741387810786,-0.21729288910608677,0.11732096985024111
2020-01-19,-0.11667780204319332,-0.6551124089050999,0.11038006998731684,-0.5045332476496017,19,1,2020,0.3212696616923644,0.9469877530760753,0,0.01711703719874123,0.015398673462909431,-0.16711741387810786,-0.21729288910608677,0.11732096985024111
2020-01-20,-0.11667780204319332,-0.6551124089050999,0.1099774869752626,-0.48720162606704054,20,1,2020,0.3375228995941133,0.9413173175128471,0,0.015933883536572796,0.014626505717392076,-0.16711741387810786,-0.21729288910608677,0.11732096985024111
2020-01-21,-0.11667780204319332,-0.36424567822260934,0.11098394450539818,-0.48774689056626713,21,1,2020,0.3536761221763716,0.9353679493131483,0,0.018004402445367555,0.013523408938084257,-0.16711741387810786,-0.21729288910608677,0.03840572638847659
2020-01-22,-0.11667780204319332,-0.6551124089050999,0.11108459025841345,-0.4766663369926971,22,1,2020,0.3697245428906731,0.9291414114031743,0,0.01667335457543059,0.013192479904293791,-0.16711741387810786,-0.21729288910608677,0.05380193565209535
2020-01-23,-0.11667780204319332,-0.6551124089050999,0.10887038369211348,-0.49343322034391646,23,1,2020,0.38566340624360707,0.9226395488404876,0,0.013271787796691302,0.011206905701537834,-0.16711741387810786,-0.21729288910608677,0.016923243446107298
2020-01-24,-0.11667780204319332,-1.1398902933759176,0.10977619546923549,-0.4903758444018242,24,1,2020,0.401487989205973,0.9158642882672872,0,0.0178565082375965,0.011096596023607052,-0.16711741387810786,-0.21729288910608677,0.043176746009530954
2020-01-25,-0.11667780204319332,-0.9459791395875905,0.1128962138126592,-0.49674375480350685,25,1,2020,0.4171936026123168,0.9088176373395029,0,0.021110180808564732,0.014405886361532394,-0.16711741387810786,-0.21729288910608677,0.0306947271090427
2020-01-26,-0.11667780204319332,-1.0106161908503661,0.11611687790909644,-0.794380276452794,26,1,2020,0.4327755925504312,0.901501684131884,0,0.021258075016335788,0.020362608969800265,-0.16711741387810786,-0.21729288910608677,-0.35503576192939285
2020-01-27,-0.11667780204319332,-0.2026530500656701,0.11581494065005578,-0.47579001904751145,27,1,2020,0.4482293417404106,0.893918596519257,0,0.016081777744343852,0.01903889283463088,-0.16711741387810786,-0.21729288910608677,0.46104069692814903
2020-01-28,-0.11667780204319332,-0.46120125511677285,0.11521106613197273,-0.4964516488217783,28,1,2020,0.4635502709028509,0.886070621534138,0,0.015638095121028168,0.014957434751186303,-0.16711741387810786,-0.21729288910608677,0.011765384396318782
2020-01-29,-0.11667780204319332,-0.7843865114306513,0.11702268968621846,-0.44439836287774886,29,1,2020,0.47873384011578846,0.8779600847008882,0,0.019187556107538507,0.013413099260153475,-0.16711741387810786,-0.21729288910608677,0.10806261285587074
2020-01-30,-0.11667780204319332,-0.9136606139562027,0.11641881516813712,-0.4591594518210988,30,1,2020,0.4937755501599772,0.869589389346611,0,0.01563809512103069,0.013082170226361128,-0.16711741387810786,-0.21729288910608677,0.01957954085674834
2020-01-31,-0.11667780204319332,-0.5258383063795485,0.11662010667416424,-0.4711306560066913,31,1,2020,0.5086709438521044,0.8609610158889943,0,0.01682124878319912,0.013964647649809266,-0.16711741387810786,-0.21729288910608677,0.023274218451293006
2020-02-01,-0.11667780204319332,-0.9136606139562027,0.12618145321046073,-0.46942210864582884,32,2,2020,0.5234156073655503,0.8520775211013093,0,0.03057541010591976,0.022458492850487004,-0.16711741387810786,-0.21729288910608677,0.04139047626340817
2020-02-02,-0.11667780204319332,-1.236845870270081,0.11551300339101511,-0.46942210864582884,33,2,2020,0.5380051715382996,0.8429415373547828,0,0.000848674343912674,0.011427525057399399,-0.16711741387810786,-0.21729288910608677,0.04139047626340817
2020-02-03,-0.11667780204319332,-0.5581568320109364,0.11551300339101511,-0.470337374055245,34,2,2020,0.5524353131676196,0.8335557718385699,0,0.016525460367657015,0.011206905701537834,-0.16711741387810786,-0.21729288910608677,0.04139047626340817
2020-02-04,-0.11667780204319332,-0.5581568320109364,0.11641881516813712,-0.46079524531877875,35,2,2020,0.5667017562911176,0.8239230057575542,0,0.0178565082375965,0.0017202733994811778,-0.16711741387810786,-0.21729288910608677,0.05176458132742882
2020-02-05,-0.11667780204319332,-0.23497157569705795,0.11596590927957612,-0.5028195592234609,36,2,2020,0.5808002734538009,0.8140460935082178,0,0.01585993643268727,0.012916705709464954,-0.16711741387810786,-0.21729288910608677,-0.016525472491771314
2020-02-06,-0.11667780204319332,-0.5258383063795485,0.11651946092115067,-0.4504936410298182,37,2,2020,0.5947266869607634,0.8039279618328213,0,0.01733887851039781,0.013523408938084257,-0.16711741387810786,-0.21729288910608677,0.10842366298935588
2020-02-07,-0.11667780204319332,-0.6227938832737121,0.12336337212607941,-0.10956701288835848,38,2,2020,0.6084768701151261,0.7935716089521474,0,0.026582266496098777,0.020031679936007917,-0.16711741387810786,-0.21729288910608677,0.49062101857868623
2020-02-08,-0.11667780204319332,-0.7843865114306513,0.11913625049950659,-0.794380276452794,39,2,2020,0.6220467484408675,0.7829801036770628,0,0.0103139036412677,0.015895067013599832,-0.16711741387810786,-0.21729288910608677,-0.867778530068871
2020-02-09,-0.11667780204319332,-0.39656420385399715,0.11963947926457266,-0.794380276452794,40,2,2020,0.6354323008901774,0.7721565844991642,0,0.01726493140650976,0.01583991217463256,-0.16711741387810786,-0.21729288910608677,-0.867778530068871
2020-02-10,-0.11667780204319332,-0.42888272948538503,0.12306143486703874,-0.04448580015923524,41,2,2020,0.6486295610349814,0.7611042586607747,0,0.021553863431880416,0.01208938312498409,-0.16711741387810786,-0.21729288910608677,-0.867778530068871
2020-02-11,-0.11667780204319332,0.08821368061682049,0.11782785571032692,0.23110645673560318,42,2,2020,0.6616346182422783,0.7498264012045686,0,0.008834961563552115,0.010986286345672508,-0.16711741387810786,-0.21729288910608677,0.40409793301848346
2020-02-12,-0.11667780204319332,-1.1398902933759176,0.11641881516813712,-0.5723797303390886,43,2,2020,0.6744436188329455,0.7383263540031065,0,0.014454941458862256,0.008890402464989532,-0.16711741387810786,-0.21729288910608677,-1.0249384953159275
2020-02-13,-0.11667780204319332,-0.8813420883248149,0.11782785571032692,-0.4758679139759724,44,2,2020,0.6870527672236669,0.7266075247685656,0,0.01859597927645177,0.006684208906368248,-0.16711741387810786,-0.21729288910608677,0.16693957390920683
2020-02-14,-0.11667780204319332,-0.2026530500656701,0.11943818775854555,-0.15893292380048502,45,2,2020,0.6994583270516471,0.7146733860429609,0,0.0188917676919964,0.01418526700567083,-0.16711741387810786,-0.21729288910608677,0.45884860683198886
2020-02-15,-0.11667780204319332,-0.5904753576423243,0.11390267134279476,-0.5068311480391998,46,2,2020,0.7116566222817746,0.7025274741691571,0,0.008391278940241475,0.009662570210503124,-0.16711741387810786,-0.21729288910608677,-0.42159793296691384
2020-02-16,-0.11667780204319332,-0.8167050370620391,0.11430525435484899,-0.5068311480391998,47,2,2020,0.7236440382959124,0.6901733882429719,0,0.01711703719874123,0.008559473431195305,-0.16711741387810786,-0.21729288910608677,-0.42159793296691384
2020-02-17,-0.11667780204319332,-1.042934716481754,0.11672075242717779,-0.5173469633814279,48,2,2020,0.7354170229639855,0.6776147890466889,0,0.020074921354167354,0.009441950854643442,-0.16711741387810786,-0.21729288910608677,-0.42159793296691384
2020-02-18,-0.11667780204319332,-1.4307570240584082,0.12286014336101163,-0.27055635628502533,49,2,2020,0.7469720876965552,0.6648553979642865,0,0.0255470070417014,0.02223787349462732,-0.16711741387810786,-0.21729288910608677,0.3659555653452974
2020-02-19,-0.11667780204319332,-1.5277126009525717,0.12235691459594213,-0.33476125106896276,50,2,2020,0.7583058084785624,0.6518989958787126,0,0.01578598932879922,0.021245086393248402,-0.16711741387810786,-0.21729288910608677,-0.04589947978031704
2020-02-20,-0.11667780204319332,-1.3338014471642445,0.12225626884292858,-0.3392986306518131,51,2,2020,0.7694148268839378,0.6387494220515272,0,0.01637756615988596,0.018487344444975087,-0.16711741387810786,-0.21729288910608677,0.033118920862443293
2020-02-21,-0.11667780204319332,-1.463075549689796,0.11843173022840826,-0.794380276452794,52,2,2020,0.7802958510707755,0.6254105729852463,0,0.010905480472349394,0.007566686329814504,-0.16711741387810786,-0.21729288910608677,-0.5635422140170943
2020-02-22,-0.11667780204319332,-1.1075717677445298,0.11672075242717779,-0.5097132603922548,53,2,2020,0.7909456567567772,0.6118864012687243,0,0.014011258835549096,0.006242970194647001,-0.16711741387810786,-0.21729288910608677,0.41611574460449086
2020-02-23,-0.11667780204319332,-1.463075549689796,0.11974012501758621,-0.5097132603922548,54,2,2020,0.8013610881746766,0.5981809144059164,0,0.020962286600791157,0.009662570210503124,-0.16711741387810786,-0.21729288910608677,0.41611574460449086
2020-02-24,-0.11667780204319332,-1.689305229109511,0.1128962138126592,-0.5868681870328252,55,2,2020,0.811539059007361,0.5842981736283684,0,0.006468654239217772,0.006353279872579665,-0.16711741387810786,-0.21729288910608677,0.41611574460449086
2020-02-25,-0.11667780204319332,-1.7539422803722866,0.11370137983676765,-0.6003440096565694,56,2,2020,0.8214765533024142,0.5702422926917871,0,0.017708614029825445,0.009111021820849214,-0.16711741387810786,-0.21729288910608677,0.02128163434317862
2020-02-26,-0.11667780204319332,-1.5923496522153473,0.11581494065005578,-0.4551868104695904,57,2,2020,0.8311706263658079,0.5560174366570446,0,0.019631238730854192,0.008118234719474057,-0.16711741387810786,-0.21729288910608677,0.23136123344106557
2020-02-27,-0.11667780204319332,-1.7539422803722866,0.11521106613197273,-0.46058633112064645,58,2,2020,0.8406184056344782,0.5416278206559814,0,0.015638095121028168,0.014957434751186303,-0.16711741387810786,-0.21729288910608677,0.03197717718318212
